date,ffr,sp500_ret,nasdaq_ret,cpi,cpi_yoy,ffr_real,ffr_trailing_change,sp500_ret_fwd12m,sp500_ret_fwd24m,nasdaq_ret_fwd12m,nasdaq_ret_fwd24m,regime_A,regime_B,regime_C
1973-04-30,7.12,-0.016333036773428344,-0.08119222418559224,43.6,5.060240963855422,2.0597590361445777,2.95,-0.13379678842852893,-0.16865586997795057,-0.188460778117176,-0.26062258040691877,6-8%,Rialzo (≥+1pp),2-4%
1973-05-31,7.84,-0.025697589906315987,-0.04768497315483067,43.9,5.528846153846145,2.3111538461538546,3.5700000000000003,-0.13500514501217864,-0.0894518828459564,-0.21263466507379702,-0.17803890997633787,6-8%,Rialzo (≥+1pp),2-4%
1973-06-30,8.49,-0.019897908893034888,-0.01555017015522564,44.2,5.995203836930463,2.4947961630695374,4.03,-0.1134088001847241,-0.0440740142912156,-0.24198325289369393,-0.12514924795771487,>8%,Rialzo (≥+1pp),2-4%
1973-07-31,10.4,0.01210241730279904,0.0764794670694966,44.3,5.727923627684972,4.672076372315028,5.8500000000000005,-0.22340758679639183,-0.051424484558075356,-0.3507416143679254,-0.22256671324364463,>8%,Rialzo (≥+1pp),>4% (restrittivo)
1973-08-31,10.5,-0.016354229678638976,-0.03407890550373349,45.1,7.380952380952377,3.119047619047623,5.69,-0.2402188126077367,-0.10312145892319957,-0.40059671926664997,-0.23507801825342634,>8%,Rialzo (≥+1pp),2-4%
1973-09-30,10.78,0.0199528982016699,0.06098330806793317,45.2,7.3634204275534465,3.416579572446553,5.909999999999999,-0.3296751182945351,-0.1281646191295226,-0.49538634655990854,-0.32129960318616746,>8%,Rialzo (≥+1pp),2-4%
1973-10-31,10.01,0.04235321969696959,-0.008639728126931034,45.6,7.801418439716312,2.2085815602836876,4.96,-0.34162619624186163,-0.12200914658940964,-0.4032609716785873,-0.29045840469121353,>8%,Rialzo (≥+1pp),2-4%
1973-11-30,10.03,-0.06852863539769283,-0.150597978718071,45.9,8.25471698113207,1.7752830188679294,4.97,-0.26673040886103827,-0.038170336549675055,-0.32157831516897506,-0.14449868881329353,>8%,Rialzo (≥+1pp),0-2%
1973-12-31,9.95,-0.06805283496732029,-0.013493275510391034,46.2,8.705882352941185,1.2441176470588147,4.619999999999999,-0.2611168382085284,0.019889957647353684,-0.34606450450052284,-0.14524316671640902,>8%,Rialzo (≥+1pp),0-2%
1974-01-31,9.65,0.0170042906379686,0.030344089700031107,46.6,9.38967136150235,0.26032863849765064,3.71,-0.21075135483999752,0.09856109566315352,-0.2592545086454705,-0.06911384897659045,>8%,Rialzo (≥+1pp),0-2%
