Price,Close,High,Low,Open,Volume
Ticker,RACE,RACE,RACE,RACE,RACE
Date,,,,,
2026-07-17,376.8299865722656,379.5799865722656,375.625,379.05999755859375,343100
2026-07-20,371.5199890136719,375.75,370.9649963378906,375.6499938964844,322900
2026-07-21,369.9700012207031,371.5899963378906,367.2099914550781,370.6700134277344,211700
2026-07-22,371.6099853515625,374.9599914550781,371.6099853515625,374.05999755859375,219700
2026-07-23,359.44000244140625,364.6600036621094,357.6700134277344,364.2799987792969,367200
2026-07-24,360.1400146484375,363.010009765625,356.32000732421875,357.55999755859375,277200
2026-07-27,380.010009765625,380.7099914550781,372.010009765625,372.010009765625,707300
2026-07-28,390.1400146484375,391.19500732421875,382.45001220703125,384.6499938964844,642500
2026-07-29,385.69000244140625,391.0,382.0,387.2900085449219,839900
2026-07-30,397.7300109863281,403.0,381.43499755859375,390.0,1165500
2026-07-31,393.8699951171875,398.2099914550781,388.3999938964844,397.29998779296875,819000
2026-08-03,401.2799987792969,408.9100036621094,396.4100036621094,404.7200012207031,693000
2026-08-04,402.7900085449219,405.92999267578125,399.20001220703125,400.0,466300
2026-08-05,406.79998779296875,408.1700134277344,405.3599853515625,406.70001220703125,474700
2026-08-06,407.2799987792969,414.5199890136719,405.29998779296875,411.7900085449219,723800
2026-08-07,412.260009765625,413.2900085449219,409.6400146484375,410.75,621800
2026-08-10,406.7699890136719,408.29998779296875,404.510009765625,408.1700134277344,410400
2026-08-11,410.260009765625,412.7200012207031,407.79998779296875,410.1300048828125,257700
2026-08-12,407.2099914550781,410.260009765625,404.6199951171875,408.92999267578125,377300
2026-08-13,412.2900085449219,413.3999938964844,408.9200134277344,410.0050048828125,340900
2026-08-14,414.8500061035156,417.7799987792969,412.42999267578125,416.30999755859375,291200
2026-08-17,417.1000061035156,420.3599853515625,416.2099914550781,416.54998779296875,475400
2026-08-18,412.44000244140625,415.94000244140625,412.42999267578125,414.3900146484375,220500
2026-08-19,425.17999267578125,425.25,413.42999267578125,413.42999267578125,355000
2026-08-20,428.3699951171875,428.4700012207031,422.54998779296875,423.0,587300
2026-08-21,436.5400085449219,437.1499938964844,432.125,433.5,444100
